"name","age","dni","source","tags","phone","external_id"
"Bertina S. Socha","105","44248739352","MANUAL REGistration","special26|techsource_2910","+54 3-12 3617 9797","11575"
"Bea Nodarse","72","98801566080","facebook leads","rangeof_action|special23|treaty","+54 9-26 8265 1431","80846"
"Lorilyn Chilson","123","80047938063","Email response","most_interested|contactcenter_region2|apply_0_cases","2 37 7693 9327","91508"
"Janeen Anis","10","29557258088","Email response","limit|rangeof_action21","2 76-2569 63756","96301"
"Nanni Benji","116","72894366126","MANUAL REGistration","actionpending23","1 72-4392 5745","98998"
"Dorolisa F. Ottillia","148","26124197589","Email RESPONSE","apply_0_cases","9 38 2392 6467","28742"
"Helsa Hubie","38","79352519628","Email RESPONSE","contactcenter_region4","+54 5-18-9299 8754","87398"
"Cyndy Hornstein","77","12443121152","Email RESPONSE","rangeof_action5","9 62 4915 2682","84376"
"Wandis Urbana","45","62935072656","google Forms","apply_0_cases","7 75 9865-9088","99000"
"Emlynn Alidis","65","22973670514","MANUAL REGistration","on_consideration30|possible_buyer17","+54 2 56 2747 5727","67789"
"Cynthea Yvette","18","24141521913","Google forms","actionable|most_interested","+54 2 15-5063 2676","31163"
"Jannel Wilbur","105","30825433795","facebook leads","possible_buyer|apply_0_cases28|apply_0_cases","1 77-9815 1825","17752"
"Martita G. Berga","1","83244459680","Email response","contactcenter_region320|remove_of_source","5-97 9963 4916","34011"
" Vastah","102","32740885425","google Forms","source_dependant|least_interested22|special","+54 1 22 9584-6822","91559"
"Nicki B. Uwton","78","41851756869","Facebook Leads","least_interested|contactcenter_region48|contactcenter_region1","6-30-7254 2018","15793"
"Van Eddra","11","1650483650","facebok Leads","contactcenter_region1|apply_0_cases|actionable","8-63 4447 4229","91377"
"Raeann E. Porta","79","21272426408","Email RESPONSE","source_dependant2|techsource_2924","8-29 3807 6643","40332"
"Carey L. Lauryn","108","74952705371","Google forms","actionable|source_dependant","7 54 3443 4001","83478"
"Darci Alderman","62","51999150286","Google forms","remove_of_source|on_consideration|never_call21","1 97 8523 7465","48660"
"Jacqui Broadbent","118","42591292147","Email RESPONSE","actionpending2|form_ui344","+54 8-68-4339 4214","67860"
"Ada Feodora","71","19610070044","google Forms","contactcenter_region44|most_interested|techsource_294","7 67 4219 4640","72068"
"Vivyan E. Colby","119","11199777496","MANUAL REGistration","contactcenter_region17|least_interested","8-29-1824 6549","92517"
"Becki I. Martino","69","27957573901","Google forms","on_consideration|never_call|actionable22","4 65-5133 8816","58921"
"Cordey Symons","52","15349030788","Email RESPONSE","remove_of_source|rangeof_action|least_interested","3 24 3223 9991","62382"
"Mabel N. Sachiko","17","93378992730","facebook leads","client_only","2 95 3944 1601","59052"
"Harli Camile","35","60652623658","Manual registration","possible_buyer|contactcenter_region2","+54 2 70-9116 6169","56267"
"Netty D. Goldia","49","4933331929","google Forms","actionable22","1 11 3349 2660","57197"
"Jordan","104","12136334330","Email response","treaty|on_consideration","2 15 4821-1021","76939"
"Hildegarde H. Molly","65","24199365734","MANUAL REGistration","source_dependant7|apply_0_cases","6 67 1622 8789","84351"
"Corey R. Schroer","81","14700576435","MANUAL REGistration","limit16|form_ui344|actionpending","4 32 4115-2398","27262"
"Evey Polik","18","54322855777","Email RESPONSE","any_applicant1|contactcenter_region2|any_applicant","2 97 2230 4937","78583"
"Nanete Takeshi","112","8722580685464","facebok Leads","limit|never_call","3 29 7893 9042","48821"
"Catarina B. Palm","1","84798217412","Email RESPONSE","remove_of_source|limit|treaty","+54 3 17 7762 9230","46018"
"Glennie A. Montano","109","43701447853","Manual registration","contactondemand5","9 17 1180 3287","24578"
"Donielle S. Eldin","54","57064227553","Manual registration","client_only|actionable17","1 56 4102-6452","18955"
"Ronda I. Jenni","39","60151298565","Google forms","contactcenter_region2|form_ui344","9-19 3729 3950","40158"
"Tommi C. Whalen","87","81582419808","Email RESPONSE","treaty|never_call","2 45 1798 8580","54042"
"Juliet Cerallua","42","73870178456","Facebook Leads","contactcenter_region114","4 62 8940-8060","49333"
"Benedicta H. Quentin","61","45815452963","Email response","any_applicant|contactcenter_region4|contactcenter_region1","7 36-5213 1253","64387"
"Eda Nenney","4","43127452606","Manual registration","contactcenter_region1|limit","+54 4 62 8257 9261","56732"
"Christine Ramburt","66","83944437849","Google forms","limit26|least_interested25","5 95 3892 5214","74127"
" M. Twitt","120","75663179553","Facebook Leads","rangeof_action21|limit","7-95 2418 3844","42163"
"Joan P. Timmie","35","5668293319041","Facebook Leads","rangeof_action|special26","8 48 2526-5068","12450"
"Venita Ethelyn","30","20650257711","facebook leads","contactcenter_region2|treaty","9-55 6440 9494","85455"
"Lia Gaulin","19","96179269390","google Forms","contactcenter_region4","5 95 6510 2132","22474"
"Francesca A. Root","5","55231144227","MANUAL REGistration","contactcenter_region3|possible_buyer11","+54 2 83-3329 54482","84351"
"Betti Carri","60","16952704361","Google forms","contactondemand|contactcenter_region16|contactcenter_region31","+54 4-19 2363-4678","10783"
"Terza D. Wrench","79","45327304628","Manual registration","actionpending","8 76 9869 2717","94788"
"Teodora","89","21119771696","Email response","form_ui3443","+54 5 29 8676 6700","78521"
"Candace S. Douville","11","74463078886","Google forms","client_only|contactondemand|rangeof_action","8-87 5835 2410","63991"
"Hanny Robena","79","52159098671","Email response","contactcenter_region3|apply_0_cases2|special","6 46 5898-7918","50869"
"Josefa Damiani","13","79227343447","Email response","most_interested","+54 1 51 5301 3484","56574"
"Oralia Sisson","121","15422543205","facebook leads","apply_0_cases|contactcenter_region1","+54 2 37-8604 8639","34442"
"Gretel D. Foskett","83","26793015933","Email response","never_call|case1|rangeof_action","3-94 9205 3740","15991"
"Cari Salomo","123","24715271325","Email responce","any_applicant7","+54 6 94 2809 5751","76562"
"Lishe Gibb","76","68762391679","google Forms","call_again","1 19 7028-7017","67120"
"Reeta Colet","68","77172890526","google form","contactcenter_region19|apply_0_cases|techsource_29","2-89 6755 8485","10225"
"Erma A. Valley","112","15905489436","Email response","remove_of_source","+54 9 85 2599 8794","44120"
"Laina M. Goodrich","107","3157987749318","google form","never_call|treaty|limit","6 95 1903 7365","19463"
"Mollie Ifill","29","32853591934","MANUAL REGistration","techsource_29|possible_buyer6|possible_buyer24","+54 3 50 8587 79767","74903"
"Jena E. Kanter","24","23808611908","Google forms","on_consideration","2 31 9156 7860","85522"
"Papagena E. Swirsky","68","97288828793","MANUAL REGistration","never_call|possible_buyer21","8 72 6400 4162","11340"
"Josey Alecia","45","15580205820","Google forms","case128|actionable","7 46-9312 9126","58749"
"Marysa P. Ash","6","58278972596","Google forms","any_applicant2|contactcenter_region2","3 66 6066 2826","64350"
"Katti Romine","48","73268182012","facebok Leads","source_dependant11","7 85-6803 5861","62299"
"Dorian D. Wolfort","34","36192152978","google Forms","least_interested|contactcenter_region210|form_ui3442","2 34-2873 2665","29419"
"Alyssa S. Jacobba","61","12736900734","Email response","source_dependant18|client_only|form_ui34428","2 43 7922 9883","64989"
"Debee Idaline","132","87726322817","MANUAL REGistration","case1|call_again17|special15","4 35 5374 2797","19736"
" Kimmel","46","74650092998","MANUAL REGistration","rangeof_action25|most_interested","7-89 8972 6570","27157"
"Alyss Ferd","72","47091034444","facebook leads","case1|limit|client_only","4-87-4277 6129","61013"
"Lindi Jahdai","107","41374928931","Email RESPONSE","call_again|form_ui3441","+54 3 66 5847 5397","55231"
"Sena Kaufman","51","62780025087","Email RESPONSE","any_applicant|possible_buyer3","7 60 2557 1473","49516"
"Doria I. Malynda","47","48821763375","Email response","techsource_29|rangeof_action","1-96 7468 1199","70393"
"Violetta Ketchum","73","37760273680","Google forms","on_consideration|form_ui344","9 82 1252-1903","95215"
"Margit Lewes","75","63213982565","Email RESPONSE","most_interested|rangeof_action23|special","+54 4 49 6212 7936","58233"
"Corabella C. Fauch","82","30053406285","google Forms","remove_of_source|most_interested","2 90-4134 9776","78079"
"Rivalee Renard","124","50494926171","Google forms","on_consideration|any_applicant|special23","7 75 3430-4188","12821"
"Antonetta S. Derwon","115","61191936158","Facebook Leads","remove_of_source","+54 9-93 6809 9501","12998"
"Bernadina Rudin","38","79352519628","MANUAL REGistration","contactcenter_region312|contactcenter_region1|source_dependant21","+54 5-18-9299 8754","86775"
"Feodora R. Recha","62","99774917695","Email response","source_dependant7","2 76 5683-2048","63055"
"Halimeda H. Madai","81","76735029248","Google forms","contactondemand","6 20 6737 9329","51192"
"Clementina L. Jyoti","82","13574719889","facebook leads","client_only|least_interested","6 80-4298 1997","22976"
"Anett A. Lannie","118","89940734244","Email RESPONSE","any_applicant|source_dependant","+54 5 57 6950 4430","91284"
"Alvera Garek","62","30841729588","Google forms","rangeof_action9|source_dependant|rangeof_action","3 76 2107 1185","23717"
"Constance Kristi","44","89750055547","Google forms","actionable","9 24 3421 1669","47501"
"Dian Knight","4","99866274809","google form","techsource_29|form_ui344","4 44 4173 8538","63991"
"Paulette Lyford","8","99476222383","google form","rangeof_action","2-76 8352 4318","11167"
"Zonnya M. Stephenson","114","46417501023","Email responce","apply_0_cases|source_dependant27|contactcenter_region3","8 67 6911-8312","47011"
"Letty Maryann","44","12086169413","Facebook Leads","actionable28|call_again18|client_only","+54 7 99 5696 3699","42923"
"Erina J. Mossberg","78","38291602025","Email response","contactcenter_region4|contactcenter_region1|on_consideration26","3 84 5329 4633","72823"
"Gipsy Reneta","41","47837165756","Facebook Leads","client_only|any_applicant|client_only","+54 5-24 1437 1066","20036"
"Ginnifer Chaney","111","22300498613","MANUAL REGistration","possible_buyer|any_applicant","8 61 9510 1606","26138"
"Jessy Dun","3","828281924360","MANUAL REGistration","special2|special30|case1","1 83-5228 1172","79610"
"Cherey B. Nate","65","11616589849","Google forms","techsource_29","3 16 5962 8431","30529"
"Gert Newcomer","111","98255239043","Email responce","contactcenter_region4","+54 5-42-9971 2808","32682"
"Modestia Emmalynne","109","38947351857","Email response","form_ui3447|never_call","4 53 5630 9320","60418"
"Dolorita Krucik","123","2077465349","MANUAL REGistration","rangeof_action","2 72 7688 6799","83070"
"Kalila M. Ameline","47","45555324138","Manual registration","most_interested|actionpending22|contactcenter_region3","9 41 9014 5297","45080"
"Sandi H. Steffie","28","39848956997","Email response","limit|client_only23|contactcenter_region13","+54 5 56 6615 6944","81690"
"Sharia B. Massarelli","74","55319990940","Email RESPONSE","form_ui34429","1 18-9094-4959","27873"
"Ferdinande Eiger","33","76345478684","google form","possible_buyer4|on_consideration|source_dependant","5 31 7901 4691","38416"
"Jennine MacKay","66","35753848827","MANUAL REGistration","contactcenter_region15|apply_0_cases|limit4","7-16 9355-5895","86989"
"Roana Sachiko","59","97084268770","google Forms","rangeof_action|contactcenter_region3|never_call","+54 4-91 8720-2839","80723"
"Catarina Nesta","71","43771514317","Email response","call_again30","5 94-1324 6266","43266"
"George H. Dulla","22","70406735864","MANUAL REGistration","remove_of_source1","3 94 3670 3963","60214"
"Emili Gerdi","103","88420609599","Email response","most_interested|call_again","8-67 3376 4071","27479"
"Lanae Hindu","18","78487388595","MANUAL REGistration","form_ui344|remove_of_source","8-65 2979 5017","83426"
"Tana Hoy","116","86738671733","Google forms","actionable|apply_0_cases","3 15 2767 4933","88327"
"Jeanne Perry","123","85089159858","google Forms","special11","+54 9 49 7178 7884","62478"
"Corette Charlie","85","45492683555","MANUAL REGistration","treaty22|special|techsource_2922","+54 9 41 9539 9674","95171"
"Roselle W. Haymes","110","87417486396","Facebook Leads","any_applicant","2 35 5949 5461","58688"
"Melisandra F. Enos","37","54907126105","Email response","least_interested23|contactondemand|contactcenter_region4","1 28 8158 2973","92985"
"Aurelea Leonor","6","53070519595","MANUAL REGistration","actionable|contactcenter_region3|on_consideration","3 19 1811 4293","76302"
"Ardelle Lorilyn","76","6721910890580","Manual registration","limit10|case1","7-31 1709 9418","38491"
"Donia Tomlin","7","29653949638","Email response","client_only|any_applicant","7 86 2268 5021","77957"
"Kirsti Norita","43","87603900250","Google forms","contactondemand","8 72 4882-8704","27609"
"Gabrielle Sherye","124","98041271112","google Forms","contactcenter_region23","7 80 8980-7755","98091"
"Joanne Craw","88","31275163870","facebook leads","special|any_applicant","6 55 7740-3922","25217"
"Cristin Tronna","70","24359166900","google Forms","actionable|special29","8 25 7846 3901","74572"
"Yasmin Emmer","38","79352519628","google Forms","limit|remove_of_source","+54 5-18-9299 8754","27104"
"Marsha R. Stine","109","81787514445","Manual registration","rangeof_action|remove_of_source19","8-40 1641 9776","88198"
"Lori Bertilla","1","5662168617","Facebook Leads","source_dependant|actionpending|client_only","3-41 7961 5356","37467"
"Rici A. Theo","76","81275392442","MANUAL REGistration","contactcenter_region4|least_interested25","7 45 1119 3559","74572"
"Kelsy Seiter","114","92426109278","Email response","contactcenter_region321|limit","6 48 5372-4648","10008"
"Pierette F. Adur","40","50401602733","Email RESPONSE","techsource_2914","5 56-5063 1118","34690"
"Penelope H. Licha","43","9337658574239","Facebook Leads","contactcenter_region1|actionable","7 19 6576 6748","49484"
"Halimeda M. Lib","19","9348018823123","MANUAL REGistration","apply_0_cases","+54 2 34 5458 9554","91456"
"Yelena H. Balthazar","5","36040691486","google Forms","limit","6 63 8441 6699","70255"
